monthly_spending_ratio,savings_ratio,income_level,fixed_commitments_ratio,goal_progress_ratio,goal_delay_ratio,expense_frequency,spending_variance,emergency_fund_ratio,income_growth_rate,income_stability,risk_level,target_class
0.7412,0.1116,0.6808,0.5228,0.4525,0.8264,0.6915,0.5405,0.168,0.0027,0.4567,0.7065,4
0.687,0.1331,0.663,0.5511,0.4536,0.7135,0.6874,0.571,0.1818,0.0044,0.4547,0.6911,4
0.7505,0.1306,0.5805,0.5803,0.5183,0.7645,0.6711,0.5256,0.1951,0.0193,0.5721,0.6043,4
0.6836,0.1116,0.5642,0.5743,0.527,0.7735,0.6631,0.545,0.1996,0.012,0.5024,0.7412,4
0.6918,0.1193,0.5509,0.5269,0.5039,0.7154,0.674,0.5457,0.2195,0.0192,0.577,0.7492,4
0.6631,0.135,0.5536,0.5003,0.5436,0.8663,0.5956,0.6497,0.2437,0.0174,0.4619,0.7409,4
0.6602,0.1212,0.6386,0.5637,0.4552,0.7441,0.5881,0.5659,0.2459,0.0188,0.4978,0.657,4
0.7575,0.0954,0.6423,0.4675,0.4352,0.7759,0.6627,0.5298,0.248,0.0071,0.5379,0.6706,4
0.6861,0.0999,0.5926,0.5236,0.475,0.7152,0.6607,0.594,0.2118,0.0018,0.5715,0.7199,4
0.7072,0.1251,0.6218,0.5291,0.4815,0.7025,0.697,0.6145,0.1913,0.0107,0.4915,0.7005,4
0.7497,0.1434,0.6849,0.5901,0.4533,0.8384,0.694,0.6037,0.153,0.0027,0.5341,0.6473,4
0.7798,0.1196,0.5709,0.4525,0.4912,0.8611,0.5547,0.5778,0.1733,0.0165,0.5817,0.7323,4
0.6993,0.0987,0.634,0.4889,0.4694,0.7221,0.5787,0.6168,0.2027,0.004,0.4609,0.7372,4
0.7847,0.0863,0.5674,0.4791,0.4058,0.7251,0.6335,0.6346,0.1794,0.0025,0.5274,0.6619,4
0.6681,0.1053,0.6767,0.5338,0.4541,0.7123,0.6931,0.5253,0.2216,0.0051,0.4834,0.6546,4
0.7689,0.1097,0.6652,0.4985,0.4047,0.8555,0.6663,0.6318,0.1862,0.0192,0.5638,0.7243,4
0.7743,0.1197,0.6729,0.5993,0.4018,0.7403,0.6974,0.61,0.22,0.0169,0.5682,0.7266,4
0.6572,0.1217,0.5806,0.578,0.4877,0.6632,0.6686,0.578,0.1663,0.0063,0.4528,0.6801,4
0.7283,0.1141,0.6022,0.489,0.5485,0.6505,0.6469,0.5209,0.2459,0.0096,0.5461,0.6362,4
0.7442,0.145,0.6787,0.5594,0.4835,0.6904,0.6338,0.6201,0.1779,0.0159,0.5764,0.6092,4
0.6857,0.1067,0.6459,0.5245,0.4982,0.7427,0.5968,0.5788,0.2278,0.01,0.4669,0.7458,4
0.7887,0.0966,0.6746,0.4958,0.4014,0.7512,0.6811,0.5079,0.2422,0.0173,0.5139,0.7292,4
0.7454,0.1094,0.6274,0.5384,0.5112,0.6695,0.602,0.5805,0.1957,0.0128,0.5062,0.6483,4
0.7063,0.1367,0.6749,0.5065,0.5091,0.7466,0.6112,0.5355,0.2221,0.0131,0.5689,0.6166,4
0.6968,0.094,0.626,0.5373,0.4905,0.773,0.6524,0.579,0.2182,0.0092,0.5663,0.7398,4
0.7771,0.0861,0.6137,0.5857,0.516,0.6876,0.6434,0.6191,0.2455,0.0197,0.5348,0.6798,4
0.7503,0.1433,0.5528,0.4889,0.4213,0.6994,0.6489,0.5553,0.1784,0.0095,0.5697,0.6374,4
0.7309,0.0804,0.6403,0.5498,0.5116,0.8361,0.6732,0.554,0.2379,0.0085,0.5118,0.7359,4
0.7948,0.0995,0.5619,0.5686,0.4582,0.7552,0.5849,0.5797,0.2093,0.02,0.5443,0.7067,4
0.7079,0.0879,0.5718,0.4814,0.4459,0.7151,0.5904,0.5729,0.152,0.0131,0.5387,0.7169,4
0.6889,0.1445,0.6238,0.5475,0.4606,0.6835,0.6541,0.5356,0.1954,0.0065,0.4545,0.6347,4
0.7033,0.0813,0.6357,0.5665,0.4818,0.7146,0.6891,0.5984,0.1949,0.0059,0.461,0.6727,4
0.672,0.1333,0.582,0.5348,0.4134,0.8395,0.5517,0.5039,0.1706,0.0112,0.498,0.6359,4
0.7451,0.1038,0.6845,0.5252,0.4513,0.6893,0.6513,0.6136,0.2311,0.0127,0.4551,0.6117,4
0.7668,0.1254,0.5646,0.481,0.4886,0.6515,0.557,0.5602,0.2386,0.0013,0.5728,0.645,4
0.7965,0.1369,0.5654,0.5478,0.5004,0.7879,0.6278,0.5293,0.208,0.0151,0.557,0.6275,4
0.6863,0.0867,0.6226,0.5881,0.5346,0.6852,0.6145,0.5665,0.1866,0.017,0.5608,0.7215,4
0.7291,0.1304,0.5595,0.5989,0.4065,0.8114,0.573,0.5927,0.2108,0.0114,0.5369,0.7458,4
0.7514,0.1091,0.597,0.5922,0.4146,0.8843,0.5644,0.6083,0.2336,0.0088,0.5717,0.7097,4
0.7777,0.1082,0.6854,0.5149,0.5493,0.6591,0.6473,0.5945,0.2193,0.0129,0.4611,0.6475,4
0.7272,0.135,0.6218,0.534,0.4456,0.7484,0.6594,0.6164,0.1529,0.0015,0.509,0.7474,4
0.7288,0.1429,0.6177,0.577,0.513,0.6973,0.663,0.5998,0.2472,0.0122,0.5489,0.7235,4
0.7578,0.1478,0.6045,0.4703,0.4621,0.7274,0.6881,0.5379,0.2104,0.0065,0.5473,0.7416,4
0.6546,0.1373,0.648,0.5024,0.4565,0.6602,0.5542,0.5404,0.2263,0.0037,0.5778,0.616,4
0.7771,0.1133,0.6148,0.4572,0.4865,0.698,0.6209,0.514,0.2346,0.0032,0.5688,0.6173,4
0.6721,0.1303,0.6205,0.4749,0.4946,0.8858,0.6249,0.5061,0.2243,0.014,0.5772,0.7139,4
0.7872,0.1195,0.5948,0.4924,0.5254,0.6973,0.6787,0.6144,0.2239,0.0067,0.4677,0.7022,4
0.6985,0.1181,0.563,0.4761,0.5339,0.7706,0.5997,0.6311,0.2376,0.0052,0.5801,0.7481,4
0.698,0.0822,0.5665,0.5503,0.5313,0.8583,0.6586,0.6006,0.2028,0.0069,0.5066,0.7095,4
0.7474,0.1368,0.5894,0.4711,0.4135,0.7278,0.6036,0.6282,0.1509,0.0186,0.5097,0.6692,4
0.6794,0.1281,0.6089,0.5642,0.4435,0.7544,0.604,0.5386,0.2415,0.0164,0.4618,0.7301,4
0.7441,0.1197,0.6388,0.5589,0.5332,0.801,0.6028,0.5664,0.1845,0.0071,0.4715,0.6528,4
0.7712,0.1311,0.5535,0.5404,0.4763,0.8341,0.5959,0.6464,0.1701,0.0004,0.5432,0.7133,4
0.6777,0.0947,0.6213,0.5393,0.4549,0.6987,0.6465,0.5306,0.2174,0.0142,0.489,0.6017,4
0.7062,0.1271,0.5641,0.4676,0.5241,0.6508,0.6986,0.6075,0.2255,0.0057,0.5945,0.6974,4
0.6739,0.1291,0.6407,0.5856,0.4876,0.8683,0.639,0.53,0.1798,0.0043,0.5029,0.6949,4
0.7268,0.1353,0.5582,0.5181,0.417,0.8982,0.6445,0.5125,0.2493,0.0063,0.4779,0.7053,4
0.7554,0.1453,0.6791,0.5616,0.5163,0.7392,0.6247,0.5368,0.1996,0.0135,0.5949,0.6866,4
0.6639,0.0834,0.5601,0.4506,0.4065,0.7712,0.5681,0.5244,0.2087,0.0161,0.524,0.676,4
0.7645,0.1242,0.6219,0.5844,0.4965,0.7256,0.6131,0.5202,0.1969,0.001,0.4747,0.603,4
0.7301,0.0852,0.6861,0.5308,0.548,0.8331,0.6836,0.5917,0.1514,0.0054,0.5227,0.6542,4
0.7971,0.0826,0.6782,0.5718,0.5282,0.7469,0.68,0.5436,0.1727,0.0034,0.5531,0.6919,4
0.7783,0.1204,0.684,0.5998,0.4431,0.6607,0.6089,0.6392,0.1865,0.0143,0.4538,0.659,4
0.7908,0.1495,0.6568,0.5851,0.4254,0.7103,0.6259,0.5717,0.1637,0.008,0.5712,0.6429,4
0.7357,0.1474,0.6455,0.5577,0.537,0.7461,0.6015,0.6047,0.2282,0.0118,0.4749,0.6658,4
0.7924,0.0918,0.6603,0.5191,0.4878,0.8489,0.5512,0.6185,0.2255,0.0042,0.5791,0.7259,4
0.6705,0.0858,0.6736,0.4547,0.4886,0.7661,0.6627,0.5858,0.1752,0.0074,0.4984,0.6966,4
0.6932,0.1051,0.594,0.5769,0.4774,0.7037,0.643,0.5914,0.2052,0.0161,0.5435,0.7227,4
0.7543,0.1155,0.6535,0.4672,0.5366,0.8145,0.6751,0.5312,0.1578,0.0091,0.4566,0.7101,4
0.7833,0.1403,0.6946,0.5674,0.4688,0.8942,0.6282,0.6265,0.2286,0.0151,0.4968,0.6001,4
0.7335,0.0882,0.5588,0.5259,0.4081,0.688,0.5806,0.5468,0.2287,0.0016,0.5618,0.6578,4
0.767,0.1277,0.5849,0.5982,0.4597,0.8414,0.6464,0.5164,0.1763,0.0158,0.5057,0.7322,4
0.7614,0.1146,0.6806,0.4971,0.4615,0.7867,0.6109,0.5653,0.156,0.007,0.5158,0.619,4
0.6845,0.1061,0.6945,0.5922,0.4517,0.7716,0.6816,0.5765,0.1751,0.0062,0.5955,0.6268,4
0.7007,0.1076,0.6438,0.4549,0.5078,0.826,0.5875,0.5185,0.2146,0.0192,0.5522,0.7272,4
0.7686,0.1409,0.6791,0.5816,0.4722,0.8339,0.6649,0.628,0.1885,0.0016,0.594,0.7171,4
0.7631,0.103,0.5843,0.5324,0.4013,0.8837,0.6567,0.6046,0.2013,0.0039,0.5617,0.7097,4
0.7928,0.1355,0.6794,0.5473,0.4283,0.7331,0.636,0.5428,0.164,0.0001,0.589,0.6976,4
0.7047,0.1456,0.5897,0.4555,0.5288,0.652,0.5758,0.5352,0.1678,0.0101,0.4612,0.6217,4
0.709,0.0801,0.6276,0.4624,0.402,0.7973,0.6694,0.6238,0.2168,0.0018,0.5412,0.6558,4
0.7621,0.1484,0.6668,0.5387,0.415,0.8713,0.6521,0.6488,0.1809,0.0186,0.5999,0.6895,4
0.7881,0.1084,0.6042,0.5489,0.5066,0.7255,0.5861,0.5448,0.1757,0.0096,0.4539,0.6737,4
0.7434,0.0871,0.6828,0.555,0.401,0.876,0.5606,0.6394,0.1689,0.0079,0.5228,0.607,4
0.7693,0.1228,0.6621,0.5638,0.49,0.8605,0.6569,0.5369,0.2097,0.0176,0.5593,0.7166,4
0.6739,0.112,0.6756,0.6,0.4588,0.7744,0.6547,0.5277,0.1656,0.0119,0.5318,0.7054,4
0.7675,0.1227,0.617,0.5336,0.4714,0.7734,0.5858,0.5265,0.1825,0.0106,0.4764,0.6016,4
0.7075,0.143,0.654,0.4544,0.4202,0.8117,0.6794,0.6054,0.1925,0.0111,0.4999,0.7282,4
0.7045,0.09,0.6126,0.5515,0.4962,0.7763,0.6887,0.57,0.2025,0.0161,0.5242,0.6203,4
0.6996,0.0993,0.6286,0.5693,0.4842,0.8622,0.5848,0.5552,0.1931,0.0004,0.5074,0.749,4
0.717,0.1029,0.6361,0.4808,0.443,0.7563,0.5976,0.5763,0.1771,0.0096,0.5114,0.7073,4
0.759,0.0806,0.5926,0.499,0.4375,0.7912,0.6479,0.6023,0.2358,0.0054,0.5798,0.6322,4
0.653,0.0854,0.6309,0.5004,0.5466,0.7062,0.6497,0.625,0.1593,0.0047,0.5671,0.6961,4
0.7979,0.1494,0.6253,0.5818,0.5389,0.8488,0.6759,0.6269,0.1955,0.0184,0.4743,0.6816,4
0.7067,0.1097,0.558,0.5807,0.4922,0.7012,0.5574,0.5166,0.1636,0.0167,0.587,0.6589,4
0.681,0.1341,0.5671,0.5974,0.5319,0.7385,0.6904,0.5848,0.1668,0.001,0.4941,0.6315,4
0.7112,0.1083,0.5823,0.5935,0.4698,0.765,0.6417,0.587,0.1718,0.0035,0.5717,0.6611,4
0.7855,0.1,0.6901,0.5753,0.4654,0.7991,0.5703,0.5239,0.2268,0.0132,0.547,0.6942,4
0.7042,0.1036,0.6829,0.5603,0.4094,0.8999,0.6011,0.5192,0.1649,0.0077,0.5035,0.7104,4
0.7671,0.1073,0.5564,0.5802,0.424,0.8837,0.6393,0.6049,0.1843,0.0042,0.57,0.7378,4
0.7203,0.1225,0.5955,0.5851,0.5023,0.7391,0.6059,0.6046,0.2418,0.0143,0.4757,0.6986,4
0.7994,0.1023,0.6991,0.5279,0.5102,0.7562,0.609,0.6264,0.16,0.0045,0.4899,0.7309,4
0.6749,0.0996,0.5538,0.4944,0.4658,0.7913,0.6173,0.5645,0.2101,0.0117,0.5103,0.7433,4
0.6813,0.0935,0.628,0.5727,0.5053,0.7531,0.68,0.5859,0.1772,0.0092,0.568,0.6401,4
0.728,0.13,0.5754,0.4691,0.5229,0.7176,0.6817,0.5618,0.1786,0.0074,0.5253,0.6938,4
0.7167,0.1307,0.5788,0.5074,0.4724,0.74,0.5674,0.6378,0.1887,0.0046,0.4583,0.6632,4
0.7258,0.1062,0.648,0.4921,0.4986,0.8639,0.5502,0.5962,0.2202,0.0197,0.4941,0.6331,4
0.7835,0.0831,0.6759,0.5549,0.4675,0.7877,0.6958,0.616,0.2017,0.0021,0.4917,0.641,4
0.6774,0.1108,0.6213,0.5902,0.4596,0.8218,0.6756,0.6346,0.2264,0.0109,0.5957,0.6079,4
0.7678,0.1067,0.5573,0.5756,0.5031,0.7583,0.6746,0.6198,0.2403,0.0054,0.5994,0.7303,4
0.7378,0.1191,0.6511,0.4608,0.4037,0.7164,0.637,0.6435,0.1692,0.0181,0.542,0.6416,4
0.7858,0.1419,0.6072,0.5995,0.4242,0.662,0.5723,0.5554,0.2209,0.0139,0.5692,0.6018,4
0.7325,0.0915,0.5966,0.5714,0.4993,0.6948,0.6444,0.5568,0.1619,0.0169,0.4642,0.664,4
0.6653,0.0866,0.6129,0.52,0.4416,0.8068,0.6858,0.6011,0.173,0.0094,0.5911,0.6859,4
0.7605,0.0984,0.6355,0.557,0.4151,0.8196,0.6265,0.5173,0.2489,0.0094,0.4592,0.7078,4
0.7947,0.0957,0.6955,0.4521,0.483,0.8766,0.6123,0.5463,0.2022,0.0165,0.4816,0.6321,4
0.7147,0.109,0.688,0.5584,0.4015,0.8409,0.6291,0.6257,0.1839,0.0084,0.5553,0.6507,4
0.7786,0.1029,0.6302,0.5368,0.4038,0.8398,0.5951,0.5688,0.1853,0.0029,0.5527,0.7287,4
0.7738,0.1453,0.6264,0.5401,0.4943,0.6761,0.6146,0.5531,0.1507,0.0133,0.4766,0.6163,4
0.6672,0.1262,0.6418,0.4673,0.4842,0.722,0.6225,0.6176,0.2211,0.009,0.4561,0.692,4
0.7554,0.1438,0.5794,0.473,0.5366,0.8667,0.564,0.5744,0.2487,0.0024,0.5753,0.713,4
0.7431,0.0805,0.6777,0.5445,0.5087,0.8671,0.6555,0.6297,0.2037,0.0152,0.4582,0.7189,4
0.706,0.0843,0.6023,0.4748,0.433,0.6894,0.6716,0.5627,0.2445,0.0127,0.5638,0.6036,4
0.7644,0.0984,0.631,0.4846,0.4686,0.7906,0.6251,0.5863,0.2006,0.0104,0.5428,0.6916,4
0.7824,0.1067,0.5899,0.5611,0.4176,0.7689,0.5585,0.6198,0.1698,0.0167,0.4939,0.625,4
0.6753,0.0909,0.6973,0.4947,0.4962,0.8452,0.6433,0.638,0.2481,0.0048,0.5206,0.7017,4
0.671,0.1209,0.65,0.5351,0.4007,0.711,0.5881,0.6301,0.1744,0.0047,0.492,0.6068,4
0.6851,0.0911,0.607,0.4768,0.4059,0.7274,0.5847,0.6444,0.1846,0.014,0.4641,0.7307,4
0.7971,0.1169,0.6086,0.5675,0.4253,0.7705,0.6835,0.5071,0.2074,0.0084,0.4769,0.6477,4
0.7542,0.116,0.6596,0.5508,0.4923,0.6547,0.6552,0.628,0.1844,0.0179,0.5487,0.6592,4
0.7895,0.1251,0.6205,0.5637,0.4413,0.6774,0.6326,0.5922,0.2009,0.0167,0.5827,0.6881,4
0.7231,0.1174,0.643,0.4525,0.5267,0.7755,0.6029,0.5247,0.1711,0.001,0.4677,0.746,4
0.7527,0.0938,0.6346,0.518,0.4893,0.7738,0.6274,0.6331,0.1628,0.0001,0.4668,0.6659,4
0.7077,0.1199,0.6608,0.4505,0.4926,0.7398,0.6763,0.6215,0.2351,0.0157,0.5847,0.7428,4
0.7005,0.131,0.5625,0.4917,0.4779,0.8677,0.662,0.5205,0.1954,0.006,0.5136,0.6153,4
0.6814,0.0823,0.6959,0.4966,0.4028,0.7584,0.6273,0.5725,0.2058,0.0061,0.4557,0.607,4
0.7461,0.1215,0.6752,0.4566,0.4953,0.7332,0.6279,0.5837,0.184,0.0104,0.5508,0.712,4
0.7398,0.1279,0.641,0.5695,0.4397,0.8941,0.6374,0.6127,0.2026,0.0003,0.536,0.6299,4
0.7926,0.1367,0.6559,0.5078,0.4162,0.897,0.6637,0.5384,0.1547,0.0086,0.5764,0.6692,4
0.7198,0.1107,0.6352,0.5665,0.5161,0.8575,0.617,0.6132,0.2074,0.0136,0.5333,0.6029,4
0.7969,0.1073,0.6302,0.467,0.5047,0.714,0.6091,0.5461,0.2289,0.0032,0.4631,0.6097,4
0.6586,0.1492,0.6556,0.5959,0.5131,0.8809,0.6129,0.5302,0.1864,0.0167,0.4508,0.6186,4
0.7547,0.0954,0.6356,0.4558,0.4931,0.7967,0.5967,0.6275,0.2232,0.0026,0.5277,0.717,4
0.6762,0.1434,0.6402,0.4828,0.4656,0.8314,0.6369,0.568,0.2007,0.0075,0.4833,0.6565,4
0.7929,0.1259,0.5662,0.5641,0.495,0.8508,0.644,0.6446,0.2471,0.011,0.464,0.6247,4
0.7586,0.084,0.6375,0.5045,0.4912,0.6774,0.6106,0.5241,0.1851,0.0006,0.5741,0.6759,4
0.7265,0.1244,0.5539,0.5429,0.4243,0.7065,0.6013,0.6315,0.2178,0.006,0.4805,0.6621,4
0.7219,0.1077,0.6546,0.5551,0.4006,0.8616,0.6422,0.5199,0.2205,0.0186,0.5465,0.6883,4
0.7706,0.112,0.6189,0.5454,0.4814,0.696,0.6055,0.5562,0.1721,0.0098,0.5694,0.7263,4
0.7989,0.1404,0.5981,0.4552,0.4732,0.6543,0.6536,0.5072,0.2481,0.0037,0.4927,0.645,4
0.7067,0.1396,0.6034,0.493,0.4401,0.8895,0.6007,0.608,0.1703,0.007,0.5862,0.6466,4
0.7273,0.122,0.5737,0.5329,0.4458,0.8271,0.6061,0.5251,0.206,0.0161,0.5232,0.6466,4
0.7782,0.0868,0.5646,0.5329,0.4204,0.7771,0.662,0.5851,0.2073,0.0067,0.4505,0.7021,4
0.7883,0.1076,0.6969,0.4917,0.5161,0.8555,0.5608,0.6379,0.2335,0.002,0.549,0.7115,4
0.723,0.1161,0.5599,0.4964,0.441,0.6888,0.692,0.5916,0.2259,0.0007,0.4781,0.7411,4
0.763,0.0917,0.5982,0.5333,0.4497,0.7717,0.6276,0.6432,0.2298,0.0062,0.4799,0.7067,4
0.795,0.086,0.6005,0.5509,0.412,0.7499,0.5579,0.6335,0.2186,0.0034,0.5847,0.7425,4
0.7366,0.1279,0.6446,0.5977,0.4531,0.7573,0.5656,0.6151,0.2258,0.011,0.5561,0.6359,4
0.7897,0.1487,0.6474,0.5123,0.4342,0.7797,0.5991,0.5606,0.1931,0.0176,0.4915,0.6523,4
0.7101,0.0962,0.5951,0.5643,0.5116,0.8461,0.6312,0.5281,0.2189,0.0177,0.5069,0.6424,4
0.7343,0.1405,0.6495,0.5214,0.4407,0.8919,0.6747,0.5701,0.2295,0.0128,0.589,0.7319,4
0.6756,0.1352,0.6397,0.4758,0.437,0.6753,0.5839,0.6128,0.2409,0.0184,0.4609,0.7342,4
0.6511,0.0982,0.6074,0.4861,0.4772,0.8973,0.572,0.6053,0.2156,0.0004,0.4801,0.7206,4
0.7484,0.1396,0.5728,0.5634,0.4321,0.7176,0.6368,0.6174,0.2448,0.0065,0.4635,0.7208,4
0.6675,0.1,0.6124,0.5982,0.465,0.7018,0.6524,0.5164,0.1837,0.0069,0.5438,0.673,4
0.7147,0.0825,0.6541,0.5029,0.5124,0.7761,0.5546,0.5848,0.2328,0.0149,0.4759,0.6601,4
0.7079,0.1367,0.5763,0.5057,0.4775,0.8239,0.6467,0.5183,0.2131,0.0023,0.4551,0.7184,4
0.7361,0.136,0.6073,0.5652,0.4259,0.6694,0.6966,0.6125,0.2207,0.0184,0.4947,0.7296,4
0.7203,0.1093,0.6269,0.53,0.475,0.6761,0.5581,0.5387,0.1913,0.0084,0.5002,0.6734,4
0.7722,0.1172,0.5904,0.5567,0.5104,0.7087,0.6399,0.555,0.2382,0.0024,0.519,0.6742,4
0.6555,0.1351,0.6853,0.5042,0.426,0.7673,0.6135,0.5308,0.2327,0.0103,0.5991,0.7171,4
0.7602,0.1045,0.669,0.5884,0.432,0.874,0.5804,0.6069,0.2039,0.0037,0.4998,0.7121,4
0.7109,0.109,0.572,0.5987,0.4797,0.8861,0.6629,0.5814,0.1635,0.004,0.4996,0.7206,4
0.7247,0.0939,0.5627,0.4634,0.4096,0.7415,0.6557,0.5895,0.228,0.0197,0.5603,0.7405,4
0.7339,0.1414,0.5788,0.544,0.4476,0.6901,0.5681,0.5374,0.2267,0.0076,0.5634,0.6025,4
0.6609,0.1015,0.6839,0.4773,0.454,0.6857,0.6821,0.5469,0.1503,0.0131,0.5535,0.6746,4
0.7488,0.1287,0.5999,0.5371,0.5016,0.7521,0.6864,0.6422,0.2054,0.0148,0.5569,0.6124,4
0.662,0.1144,0.6041,0.5908,0.4012,0.8036,0.65,0.5059,0.1529,0.0052,0.4693,0.6618,4
0.7715,0.1161,0.6221,0.4937,0.5474,0.7404,0.6183,0.6353,0.2066,0.0122,0.5922,0.6718,4
0.7265,0.1358,0.5788,0.5335,0.5069,0.7023,0.6088,0.6234,0.2448,0.0009,0.4519,0.6198,4
0.6671,0.1309,0.6443,0.5476,0.4994,0.8372,0.5877,0.5636,0.1552,0.0173,0.4819,0.6508,4
0.7216,0.1061,0.6914,0.4875,0.4805,0.8197,0.638,0.5439,0.1957,0.0191,0.5556,0.6594,4
0.7751,0.1485,0.5908,0.4859,0.5456,0.7106,0.6865,0.6045,0.2281,0.0085,0.5645,0.7159,4
0.6956,0.1222,0.6275,0.5706,0.532,0.8134,0.6066,0.5329,0.1886,0.0013,0.5794,0.7299,4
0.727,0.1319,0.698,0.5685,0.4835,0.7925,0.6103,0.6394,0.1549,0.0124,0.5451,0.6764,4
0.7103,0.1035,0.6807,0.4888,0.5365,0.868,0.6966,0.599,0.238,0.0009,0.5613,0.6246,4
0.7026,0.1001,0.6532,0.5089,0.4866,0.6803,0.6923,0.5556,0.1564,0.0116,0.54,0.7253,4
0.6883,0.1001,0.6688,0.4615,0.5046,0.7761,0.6772,0.6047,0.1675,0.0019,0.597,0.6891,4
0.7156,0.0804,0.5746,0.5439,0.4625,0.7149,0.6039,0.6434,0.2347,0.0019,0.4549,0.7016,4
0.7423,0.0835,0.668,0.5932,0.4198,0.7434,0.6351,0.5643,0.2197,0.0066,0.5898,0.7362,4
0.7264,0.1334,0.557,0.4673,0.5095,0.7734,0.6649,0.519,0.2001,0.0093,0.4821,0.7459,4
0.7105,0.1117,0.5558,0.4869,0.5291,0.6611,0.5676,0.6291,0.2187,0.0113,0.5085,0.7313,4
0.6957,0.1418,0.6364,0.5706,0.5095,0.8394,0.6364,0.5171,0.2152,0.0177,0.5869,0.7479,4
0.7605,0.137,0.5961,0.4672,0.4597,0.7756,0.6965,0.6114,0.2444,0.0177,0.4557,0.7181,4
0.6559,0.1074,0.6295,0.5618,0.5323,0.6573,0.6429,0.5978,0.2324,0.0118,0.5809,0.71,4
0.6721,0.1488,0.5526,0.5641,0.5002,0.7372,0.6683,0.5078,0.2251,0.0058,0.4797,0.6406,4
0.7127,0.1308,0.5788,0.542,0.5029,0.6577,0.6653,0.5676,0.1819,0.0015,0.4741,0.6861,4
0.6728,0.1289,0.6083,0.5228,0.4385,0.7722,0.6165,0.5241,0.235,0.0135,0.465,0.6496,4
0.6981,0.1356,0.6635,0.563,0.4108,0.8945,0.6707,0.5123,0.2001,0.0016,0.5916,0.6483,4
0.682,0.1018,0.5975,0.556,0.4681,0.8544,0.665,0.5519,0.1716,0.0039,0.4691,0.6219,4
0.713,0.1489,0.6886,0.5888,0.4307,0.8377,0.6109,0.5324,0.1989,0.0039,0.5849,0.7375,4
0.7275,0.1003,0.6929,0.452,0.4586,0.879,0.5662,0.5138,0.159,0.0046,0.4905,0.7474,4
0.7499,0.1053,0.6631,0.462,0.4606,0.7292,0.5608,0.6484,0.1543,0.0058,0.5433,0.7308,4
0.7334,0.1147,0.697,0.4591,0.5383,0.7339,0.6521,0.6375,0.2481,0.0083,0.5342,0.6481,4
0.6728,0.1154,0.561,0.5736,0.5061,0.7759,0.5551,0.5307,0.2278,0.0093,0.4604,0.6276,4
0.6918,0.11,0.5868,0.5063,0.5009,0.8692,0.5562,0.5167,0.1944,0.0093,0.5395,0.7262,4
0.7873,0.1483,0.5796,0.57,0.4567,0.6701,0.5579,0.5471,0.1908,0.01,0.5889,0.7207,4
0.6775,0.1352,0.5549,0.5209,0.4639,0.8063,0.6233,0.626,0.2173,0.0106,0.4524,0.6652,4
0.7984,0.1399,0.5841,0.5819,0.5154,0.6718,0.6225,0.6153,0.1673,0.0193,0.5576,0.6977,4
0.7934,0.1409,0.6432,0.4853,0.4762,0.7244,0.695,0.5723,0.2182,0.0181,0.5999,0.7064,4
0.6548,0.084,0.6139,0.5322,0.48,0.7115,0.656,0.5496,0.2235,0.0109,0.4747,0.6172,4
0.6931,0.1212,0.6738,0.5099,0.5459,0.8032,0.5931,0.6334,0.1614,0.002,0.5782,0.6364,4
0.7538,0.1001,0.6781,0.4773,0.5495,0.8245,0.6686,0.5253,0.243,0.0189,0.4504,0.6295,4
0.7553,0.1151,0.6404,0.5897,0.4163,0.8716,0.6384,0.5712,0.2195,0.0094,0.464,0.6254,4
0.6677,0.1069,0.6713,0.5932,0.4976,0.6741,0.6673,0.574,0.2188,0.0164,0.4843,0.7241,4
0.7031,0.1221,0.5657,0.5454,0.5023,0.8999,0.579,0.5094,0.1768,0.0153,0.4801,0.6154,4
0.7289,0.1273,0.6605,0.5106,0.5391,0.8164,0.5813,0.5551,0.2315,0.0036,0.5665,0.6651,4
0.7609,0.0963,0.6006,0.5373,0.4312,0.6926,0.661,0.5658,0.2203,0.0011,0.5435,0.6979,4
0.7481,0.1097,0.6207,0.537,0.5018,0.8354,0.5889,0.5225,0.2256,0.0196,0.4656,0.7064,4
0.6925,0.0808,0.6288,0.5929,0.4679,0.8257,0.6232,0.5416,0.1618,0.0027,0.5157,0.6055,4
0.7741,0.0842,0.6869,0.5293,0.4861,0.7477,0.6219,0.6006,0.2176,0.0137,0.5441,0.6161,4
0.7434,0.1093,0.6064,0.4591,0.4688,0.673,0.5787,0.5504,0.1806,0.0066,0.4595,0.7119,4
0.6787,0.1153,0.6007,0.5675,0.4353,0.7121,0.5981,0.5489,0.2269,0.0034,0.467,0.6844,4
0.6627,0.0962,0.5886,0.5509,0.4929,0.8841,0.5787,0.5169,0.1657,0.0138,0.5995,0.6689,4
0.7253,0.1056,0.5788,0.5966,0.5371,0.8668,0.5659,0.6455,0.2121,0.0093,0.4535,0.675,4
0.7477,0.1134,0.6435,0.479,0.4627,0.7477,0.692,0.6155,0.1562,0.0191,0.5861,0.6743,4
0.6741,0.1449,0.615,0.477,0.4421,0.7548,0.5808,0.5986,0.2212,0.0172,0.5706,0.6978,4
0.736,0.1065,0.6104,0.5815,0.4361,0.8423,0.6725,0.5519,0.1703,0.0185,0.5322,0.7246,4
0.6758,0.1101,0.5584,0.5735,0.4154,0.7422,0.6158,0.565,0.151,0.0154,0.4788,0.6592,4
